game_id,status,reason,processed_at_utc
0022401188,ERROR,fetch_failed,2025-12-23T23:31:53.378225+00:00
0022401191,ERROR,fetch_failed,2025-12-23T23:31:54.747128+00:00
0022401189,ERROR,fetch_failed,2025-12-23T23:31:56.146640+00:00
0022401195,ERROR,fetch_failed,2025-12-23T23:31:57.520875+00:00
0022401192,ERROR,fetch_failed,2025-12-23T23:31:58.904013+00:00
0022401187,ERROR,fetch_failed,2025-12-23T23:32:00.292966+00:00
0022401190,ERROR,fetch_failed,2025-12-23T23:32:01.729914+00:00
0022401197,ERROR,fetch_failed,2025-12-23T23:32:03.130375+00:00
0022401198,ERROR,fetch_failed,2025-12-23T23:32:04.530772+00:00
0022401194,ERROR,fetch_failed,2025-12-23T23:32:05.940486+00:00
0022401186,ERROR,fetch_failed,2025-12-23T23:32:07.400912+00:00
0022401193,ERROR,fetch_failed,2025-12-23T23:32:08.796508+00:00
0022401200,ERROR,fetch_failed,2025-12-23T23:32:10.204936+00:00
0022401199,ERROR,fetch_failed,2025-12-23T23:32:11.614231+00:00
0022401196,ERROR,fetch_failed,2025-12-23T23:32:12.998576+00:00
0022401183,ERROR,fetch_failed,2025-12-23T23:32:14.439302+00:00
0022401175,ERROR,fetch_failed,2025-12-23T23:32:16.663970+00:00
0022401172,ERROR,fetch_failed,2025-12-23T23:32:18.546920+00:00
0022401179,ERROR,fetch_failed,2025-12-23T23:32:20.246242+00:00
0022401181,ERROR,fetch_failed,2025-12-23T23:32:21.696505+00:00
0022401174,ERROR,fetch_failed,2025-12-23T23:32:23.070645+00:00
0022401178,ERROR,fetch_failed,2025-12-23T23:32:24.449505+00:00
0022401180,ERROR,fetch_failed,2025-12-23T23:32:25.836251+00:00
0022401173,ERROR,fetch_failed,2025-12-23T23:32:27.208989+00:00
0022401185,ERROR,fetch_failed,2025-12-23T23:32:28.596663+00:00
0022401171,ERROR,fetch_failed,2025-12-23T23:32:29.986450+00:00
0022401176,ERROR,fetch_failed,2025-12-23T23:32:31.369162+00:00
0022401182,ERROR,fetch_failed,2025-12-23T23:32:33.207445+00:00
0022401184,ERROR,fetch_failed,2025-12-23T23:32:36.459485+00:00
0022401177,ERROR,fetch_failed,2025-12-23T23:32:40.288157+00:00
0022401170,ERROR,fetch_failed,2025-12-23T23:32:42.819847+00:00
0022401167,ERROR,fetch_failed,2025-12-23T23:32:44.204126+00:00
0022401161,ERROR,fetch_failed,2025-12-23T23:32:45.574943+00:00
0022401168,ERROR,fetch_failed,2025-12-23T23:32:47.718540+00:00
0022401169,ERROR,fetch_failed,2025-12-23T23:32:53.706930+00:00
0022401166,SKIP_MEDIUM,margin=14,2025-12-23T23:32:56.900014+00:00
0022401156,ERROR,fetch_failed,2025-12-23T23:32:58.607456+00:00
0022401157,ERROR,fetch_failed,2025-12-23T23:33:00.013615+00:00
0022401158,ERROR,fetch_failed,2025-12-23T23:33:01.397971+00:00
0022401165,ERROR,fetch_failed,2025-12-23T23:33:02.823069+00:00
0022401163,SKIP_MEDIUM,margin=12,2025-12-23T23:33:04.210891+00:00
0022401159,ERROR,fetch_failed,2025-12-23T23:33:04.926515+00:00
0022401160,ERROR,fetch_failed,2025-12-23T23:33:06.298715+00:00
0022401164,SKIP_MEDIUM,margin=12,2025-12-23T23:33:07.682739+00:00
0022401162,ERROR,fetch_failed,2025-12-23T23:33:08.383560+00:00
0022401148,ERROR,fetch_failed,2025-12-23T23:33:09.768082+00:00
0022401155,SKIP_MEDIUM,margin=13,2025-12-23T23:33:11.338852+00:00
0022401152,ERROR,fetch_failed,2025-12-23T23:33:12.037747+00:00
0022401153,ERROR,fetch_failed,2025-12-23T23:33:13.435540+00:00
0022401151,ERROR,fetch_failed,2025-12-23T23:33:14.832526+00:00
0022401147,SKIP_MEDIUM,margin=13,2025-12-23T23:33:16.216199+00:00
0022401149,ERROR,fetch_failed,2025-12-23T23:33:16.897285+00:00
0022401154,ERROR,fetch_failed,2025-12-23T23:33:21.322636+00:00
0022401150,ERROR,fetch_failed,2025-12-23T23:33:22.707410+00:00
0022401146,ERROR,fetch_failed,2025-12-23T23:33:24.715394+00:00
0022401145,ERROR,fetch_failed,2025-12-23T23:33:26.104844+00:00
0022401144,ERROR,fetch_failed,2025-12-23T23:33:27.488225+00:00
0022401143,ERROR,fetch_failed,2025-12-23T23:33:28.865278+00:00
0022401135,ERROR,fetch_failed,2025-12-23T23:33:30.258977+00:00
0022401136,SKIP_MEDIUM,margin=12,2025-12-23T23:33:31.644196+00:00
0022401134,ERROR,fetch_failed,2025-12-23T23:33:32.349876+00:00
0022401138,SKIP_MEDIUM,margin=12,2025-12-23T23:33:33.727946+00:00
0022401139,SKIP_MEDIUM,margin=11,2025-12-23T23:33:34.426585+00:00
0022401142,ERROR,fetch_failed,2025-12-23T23:33:35.129081+00:00
0022401133,SKIP_MEDIUM,margin=14,2025-12-23T23:33:36.512579+00:00
0022401137,ERROR,fetch_failed,2025-12-23T23:33:37.217749+00:00
0022401140,SKIP_MEDIUM,margin=17,2025-12-23T23:33:38.600508+00:00
0022400617,ERROR,fetch_failed,2025-12-23T23:33:39.302241+00:00
0022401128,ERROR,fetch_failed,2025-12-23T23:33:41.341565+00:00
0022401131,ERROR,fetch_failed,2025-12-23T23:33:42.734787+00:00
0022401130,ERROR,fetch_failed,2025-12-23T23:33:44.613376+00:00
0022401132,ERROR,fetch_failed,2025-12-23T23:33:46.002006+00:00
0022401129,ERROR,fetch_failed,2025-12-23T23:33:47.411481+00:00
0022401119,ERROR,fetch_failed,2025-12-23T23:33:48.792046+00:00
0022401124,ERROR,fetch_failed,2025-12-23T23:33:50.186779+00:00
0022401120,SKIP_MEDIUM,margin=15,2025-12-23T23:33:51.616043+00:00
0022401121,SKIP_MEDIUM,margin=16,2025-12-23T23:33:52.307466+00:00
0022401118,ERROR,fetch_failed,2025-12-23T23:33:52.994199+00:00
0022401127,ERROR,fetch_failed,2025-12-23T23:33:54.394104+00:00
0022401123,SKIP_MEDIUM,margin=11,2025-12-23T23:33:55.788767+00:00
0022401125,SKIP_MEDIUM,margin=12,2025-12-23T23:33:56.484732+00:00
0022401126,ERROR,fetch_failed,2025-12-23T23:33:57.172010+00:00
0022401122,ERROR,fetch_failed,2025-12-23T23:33:58.580741+00:00
0022401114,ERROR,fetch_failed,2025-12-23T23:33:59.950075+00:00
0022401117,SKIP_MEDIUM,margin=11,2025-12-23T23:34:01.331532+00:00
0022401115,ERROR,fetch_failed,2025-12-23T23:34:02.040219+00:00
0022401112,ERROR,fetch_failed,2025-12-23T23:34:03.442875+00:00
0022401113,ERROR,fetch_failed,2025-12-23T23:34:04.815246+00:00
0022401116,ERROR,fetch_failed,2025-12-23T23:34:06.228062+00:00
0022401109,ERROR,fetch_failed,2025-12-23T23:34:07.601615+00:00
0022401105,SKIP_MEDIUM,margin=14,2025-12-23T23:34:09.273629+00:00
0022401104,SKIP_MEDIUM,margin=14,2025-12-23T23:34:09.956062+00:00
0022401110,ERROR,fetch_failed,2025-12-23T23:34:10.653902+00:00
0022401103,ERROR,fetch_failed,2025-12-23T23:34:12.062150+00:00
0022401108,SKIP_MEDIUM,margin=16,2025-12-23T23:34:13.456991+00:00
0022401107,ERROR,fetch_failed,2025-12-23T23:34:14.182472+00:00
0022401106,ERROR,fetch_failed,2025-12-23T23:34:15.561999+00:00
0022401111,SKIP_MEDIUM,margin=11,2025-12-23T23:34:16.940580+00:00
0022401100,ERROR,fetch_failed,2025-12-23T23:34:17.627827+00:00
0022401098,ERROR,fetch_failed,2025-12-23T23:34:18.996250+00:00
0022401102,ERROR,fetch_failed,2025-12-23T23:34:20.369499+00:00
0022400988,ERROR,fetch_failed,2025-12-23T23:34:21.761884+00:00
0022401099,ERROR,fetch_failed,2025-12-23T23:34:23.272438+00:00
0022401101,SKIP_MEDIUM,margin=12,2025-12-23T23:34:24.647037+00:00
0022401097,SKIP_MEDIUM,margin=13,2025-12-23T23:34:25.338271+00:00
0022401096,ERROR,fetch_failed,2025-12-23T23:34:26.175746+00:00
0022401089,ERROR,fetch_failed,2025-12-23T23:34:27.868507+00:00
0022401093,ERROR,fetch_failed,2025-12-23T23:34:29.511704+00:00
0022401090,ERROR,fetch_failed,2025-12-23T23:34:31.183632+00:00
0022401095,ERROR,fetch_failed,2025-12-23T23:34:32.683351+00:00
0022401094,ERROR,fetch_failed,2025-12-23T23:34:34.277415+00:00
0022401092,SKIP_MEDIUM,margin=17,2025-12-23T23:34:37.923379+00:00
0022401091,ERROR,fetch_failed,2025-12-23T23:34:38.734220+00:00
0022401082,ERROR,fetch_failed,2025-12-23T23:34:40.272832+00:00
0022401083,ERROR,fetch_failed,2025-12-23T23:34:42.312885+00:00
0022401086,ERROR,fetch_failed,2025-12-23T23:34:43.881819+00:00
0022401085,ERROR,fetch_failed,2025-12-23T23:34:46.956302+00:00
0022401087,SKIP_MEDIUM,margin=13,2025-12-23T23:34:48.585922+00:00
0022401084,ERROR,fetch_failed,2025-12-23T23:34:49.272610+00:00
0022401081,SKIP_MEDIUM,margin=17,2025-12-23T23:34:50.942283+00:00
0022401088,ERROR,fetch_failed,2025-12-23T23:34:51.826104+00:00
0022401079,ERROR,fetch_failed,2025-12-23T23:34:53.516500+00:00
0022401075,ERROR,fetch_failed,2025-12-23T23:34:55.013665+00:00
0022401074,ERROR,fetch_failed,2025-12-23T23:34:56.547432+00:00
0022401077,ERROR,fetch_failed,2025-12-23T23:34:58.120570+00:00
0022401080,SKIP_MEDIUM,margin=13,2025-12-23T23:34:59.702124+00:00
0022401078,ERROR,fetch_failed,2025-12-23T23:35:00.526926+00:00
0022401076,ERROR,fetch_failed,2025-12-23T23:35:02.620562+00:00
0022401068,ERROR,fetch_failed,2025-12-23T23:35:04.281373+00:00
0022401073,ERROR,fetch_failed,2025-12-23T23:35:05.783523+00:00
0022401069,SKIP_MEDIUM,margin=11,2025-12-23T23:35:07.508173+00:00
0022401072,ERROR,fetch_failed,2025-12-23T23:35:08.205891+00:00
0022401067,ERROR,fetch_failed,2025-12-23T23:35:09.838743+00:00
0022401071,SKIP_MEDIUM,margin=17,2025-12-23T23:35:11.497154+00:00
0022401070,ERROR,fetch_failed,2025-12-23T23:35:13.338241+00:00
0022401065,ERROR,fetch_failed,2025-12-23T23:35:14.860745+00:00
0022401059,ERROR,fetch_failed,2025-12-23T23:35:16.536452+00:00
0022401066,ERROR,fetch_failed,2025-12-23T23:35:18.659956+00:00
0022401061,ERROR,fetch_failed,2025-12-23T23:35:20.334798+00:00
0022401060,ERROR,fetch_failed,2025-12-23T23:35:21.904694+00:00
0022401062,SKIP_MEDIUM,margin=13,2025-12-23T23:35:23.469701+00:00
0022401063,SKIP_MEDIUM,margin=16,2025-12-23T23:35:24.336413+00:00
0022401064,ERROR,fetch_failed,2025-12-23T23:35:25.235996+00:00
0022401055,ERROR,fetch_failed,2025-12-23T23:35:26.926329+00:00
0022401054,ERROR,fetch_failed,2025-12-23T23:35:28.745650+00:00
0022401056,ERROR,fetch_failed,2025-12-23T23:35:30.142477+00:00
0022401053,SKIP_MEDIUM,margin=12,2025-12-23T23:35:32.404207+00:00
0022401057,ERROR,fetch_failed,2025-12-23T23:35:33.255090+00:00
0022401058,ERROR,fetch_failed,2025-12-23T23:35:34.803517+00:00
0022401050,ERROR,fetch_failed,2025-12-23T23:35:36.312199+00:00
0022401047,SKIP_MEDIUM,margin=13,2025-12-23T23:35:37.828205+00:00
0022401046,ERROR,fetch_failed,2025-12-23T23:35:41.710127+00:00
0022401051,ERROR,fetch_failed,2025-12-23T23:35:45.216097+00:00
0022401048,SKIP_MEDIUM,margin=14,2025-12-23T23:35:46.786507+00:00
0022401049,ERROR,fetch_failed,2025-12-23T23:35:47.910029+00:00
0022401052,ERROR,fetch_failed,2025-12-23T23:35:49.439524+00:00
0022401045,ERROR,fetch_failed,2025-12-23T23:35:51.211540+00:00
0022401038,SKIP_MEDIUM,margin=14,2025-12-23T23:35:53.003028+00:00
0022401044,ERROR,fetch_failed,2025-12-23T23:35:54.671217+00:00
0022401040,ERROR,fetch_failed,2025-12-23T23:35:56.696124+00:00
0022401039,ERROR,fetch_failed,2025-12-23T23:35:58.968193+00:00
0022401043,ERROR,fetch_failed,2025-12-23T23:36:00.347429+00:00
0022401037,ERROR,fetch_failed,2025-12-23T23:36:01.974972+00:00
0022401041,SKIP_MEDIUM,margin=15,2025-12-23T23:36:03.641320+00:00
0022401042,ERROR,fetch_failed,2025-12-23T23:36:04.678961+00:00
0022401032,ERROR,fetch_failed,2025-12-23T23:36:06.191262+00:00
0022401035,SKIP_MEDIUM,margin=17,2025-12-23T23:36:07.954831+00:00
0022401036,ERROR,fetch_failed,2025-12-23T23:36:09.678781+00:00
0022401030,ERROR,fetch_failed,2025-12-23T23:36:11.469780+00:00
0022401029,ERROR,fetch_failed,2025-12-23T23:36:13.388787+00:00
0022401033,ERROR,fetch_failed,2025-12-23T23:36:15.018326+00:00
0022401031,ERROR,fetch_failed,2025-12-23T23:36:16.398282+00:00
0022401034,SKIP_MEDIUM,margin=12,2025-12-23T23:36:17.991125+00:00
0022401026,SKIP_MEDIUM,margin=16,2025-12-23T23:36:19.276359+00:00
0022401028,SKIP_MEDIUM,margin=15,2025-12-23T23:36:20.162751+00:00
0022401027,ERROR,fetch_failed,2025-12-23T23:36:20.990962+00:00
0022401025,SKIP_MEDIUM,margin=17,2025-12-23T23:36:22.695554+00:00
0022401024,ERROR,fetch_failed,2025-12-23T23:36:23.659292+00:00
0022401016,ERROR,fetch_failed,2025-12-23T23:36:25.364544+00:00
0022401019,ERROR,fetch_failed,2025-12-23T23:36:26.953035+00:00
0022401023,SKIP_MEDIUM,margin=14,2025-12-23T23:36:28.523388+00:00
0022401014,ERROR,fetch_failed,2025-12-23T23:36:29.795182+00:00
0022401020,SKIP_MEDIUM,margin=14,2025-12-23T23:36:31.379500+00:00
0022401022,ERROR,fetch_failed,2025-12-23T23:36:32.381046+00:00
0022401018,ERROR,fetch_failed,2025-12-23T23:36:34.237736+00:00
0022401015,ERROR,fetch_failed,2025-12-23T23:36:36.657343+00:00
0022401017,ERROR,fetch_failed,2025-12-23T23:36:38.912876+00:00
0022401021,ERROR,fetch_failed,2025-12-23T23:36:40.568431+00:00
0022401010,SKIP_MEDIUM,margin=13,2025-12-23T23:36:42.460743+00:00
0022401011,ERROR,fetch_failed,2025-12-23T23:36:43.268301+00:00
0022401013,ERROR,fetch_failed,2025-12-23T23:36:45.326920+00:00
0022401005,ERROR,fetch_failed,2025-12-23T23:36:46.988237+00:00
0022400996,ERROR,fetch_failed,2025-12-23T23:36:48.368905+00:00
0022401001,ERROR,fetch_failed,2025-12-23T23:36:49.929099+00:00
0022400998,ERROR,fetch_failed,2025-12-23T23:36:51.573959+00:00
0022401008,ERROR,fetch_failed,2025-12-23T23:36:53.208563+00:00
0022401003,SKIP_MEDIUM,margin=11,2025-12-23T23:36:55.643765+00:00
0022400999,SKIP_MEDIUM,margin=16,2025-12-23T23:36:56.609859+00:00
0022401007,SKIP_MEDIUM,margin=15,2025-12-23T23:36:57.450329+00:00
